X,Y,Z,C
-70.5,4.25,1.5,0.46
-70.5,4.25,2.0,0.46
-70.0,-4.25,0.0,0.46
-70.0,-4.25,0.5,0.46
-70.0,-4.25,1.0,0.46
-70.0,-4.25,1.5,0.46
-70.0,-4.25,2.0,0.46
-70.0,-3.75,0.0,0.46
-70.0,-3.75,0.5,0.46
-70.0,-3.75,1.0,0.46
-70.0,-3.75,1.5,0.46
-70.0,-3.75,2.0,0.46
-70.0,-3.25,0.0,0.46
-70.0,-3.25,0.5,0.46
-70.0,-3.25,1.0,0.46
-70.0,-3.25,1.5,0.46
-70.0,-3.25,2.0,0.46
-70.0,-2.75,0.0,0.46
-70.0,-2.75,0.5,0.46
-70.0,-2.75,1.0,0.46
-70.0,-2.75,1.5,0.46
-70.0,-2.75,2.0,0.46
-70.0,-2.25,0.0,0.46
-70.0,-2.25,0.5,0.46
-70.0,-2.25,1.0,0.46
-70.0,-2.25,1.5,0.46
-70.0,-2.25,2.0,0.46
-70.0,-1.75,0.0,0.46
-70.0,-1.75,0.5,0.46
-70.0,-1.75,1.0,0.46
-70.0,-1.75,1.5,0.46
-70.0,-1.75,2.0,0.46
-70.0,-1.25,0.0,0.46
-70.0,-1.25,0.5,0.46
-70.0,-1.25,1.0,0.46
-70.0,-1.25,1.5,0.46
-70.0,-1.25,2.0,0.46
-70.0,-0.75,0.0,0.46
-70.0,-0.75,0.5,0.46
-70.0,-0.75,1.0,0.46
-70.0,-0.75,1.5,0.46
-70.0,-0.75,2.0,0.46
-70.0,0.75,0.0,0.46
-70.0,0.75,0.5,0.46
-70.0,0.75,1.0,0.46
-70.0,0.75,1.5,0.46
-70.0,0.75,2.0,0.46
-70.0,1.25,0.0,0.46
-70.0,1.25,0.5,0.46
-70.0,1.25,1.0,0.46
-70.0,1.25,1.5,0.46
-70.0,1.25,2.0,0.46
-70.0,1.75,0.0,0.46
-70.0,1.75,0.5,0.46
-70.0,1.75,1.0,0.46
-70.0,1.75,1.5,0.46
-70.0,1.75,2.0,0.46
-70.0,2.25,0.0,0.46
-70.0,2.25,0.5,0.46
-70.0,2.25,1.0,0.46
-70.0,2.25,1.5,0.46
-70.0,2.25,2.0,0.46
-70.0,2.75,0.0,0.46
-70.0,2.75,0.5,0.46
-70.0,2.75,1.0,0.46
-70.0,2.75,1.5,0.46
-70.0,2.75,2.0,0.46
-70.0,3.25,0.0,0.46
-70.0,3.25,0.5,0.46
-70.0,3.25,1.0,0.46
-70.0,3.25,1.5,0.46
-70.0,3.25,2.0,0.46
-70.0,3.75,0.0,0.46
-70.0,3.75,0.5,0.46
-70.0,3.75,1.0,0.46
-70.0,3.75,1.5,0.46
-70.0,3.75,2.0,0.46
-70.0,4.25,0.0,0.46
-70.0,4.25,0.5,0.46
-70.0,4.25,1.0,0.46
-70.0,4.25,1.5,0.46
-70.0,4.25,2.0,0.46
-69.5,-4.25,0.0,0.46
-69.5,-4.25,0.5,0.46
-69.5,-4.25,1.0,0.46
-69.5,-4.25,1.5,0.46
-69.5,-4.25,2.0,0.46
-69.5,-3.75,0.0,0.46
-69.5,-3.75,0.5,0.46
-69.5,-3.75,1.0,0.46
-69.5,-3.75,1.5,0.46
-69.5,-3.75,2.0,0.46
-69.5,-3.25,0.0,0.46
-69.5,-3.25,0.5,0.46
-69.5,-3.25,1.0,0.46
-69.5,-3.25,1.5,0.46
-69.5,-3.25,2.0,0.46
-69.5,-2.75,0.0,0.46
-69.5,-2.75,0.5,0.46
-69.5,-2.75,1.0,0.46
-69.5,-2.75,1.5,0.46
-69.5,-2.75,2.0,0.46
-69.5,-2.25,0.0,0.46
-69.5,-2.25,0.5,0.46
-69.5,-2.25,1.0,0.46
-69.5,-2.25,1.5,0.46
-69.5,-2.25,2.0,0.46
-69.5,-1.75,0.0,0.46
-69.5,-1.75,0.5,0.46
-69.5,-1.75,1.0,0.46
-69.5,-1.75,1.5,0.46
-69.5,-1.75,2.0,0.46
-69.5,-1.25,0.0,0.46
-69.5,-1.25,0.5,0.46
-69.5,-1.25,1.0,0.46
-69.5,-1.25,1.5,0.46
-69.5,-1.25,2.0,0.46
-69.5,-0.75,0.0,0.46
-69.5,-0.75,0.5,0.46
-69.5,-0.75,1.0,0.46
-69.5,-0.75,1.5,0.46
-69.5,-0.75,2.0,0.46
-69.5,0.75,0.0,0.46
-69.5,0.75,0.5,0.46
-69.5,0.75,1.0,0.46
-69.5,0.75,1.5,0.46
-69.5,0.75,2.0,0.46
-69.5,1.25,0.0,0.46
-69.5,1.25,0.5,0.46
-69.5,1.25,1.0,0.46
-69.5,1.25,1.5,0.46
-69.5,1.25,2.0,0.46
-69.5,1.75,0.0,0.46
-69.5,1.75,0.5,0.46
-69.5,1.75,1.0,0.46
-69.5,1.75,1.5,0.46
-69.5,1.75,2.0,0.46
-69.5,2.25,0.0,0.46
-69.5,2.25,0.5,0.46
-69.5,2.25,1.0,0.46
-69.5,2.25,1.5,0.46
-69.5,2.25,2.0,0.46
-69.5,2.75,0.0,0.46
-69.5,2.75,0.5,0.46
-69.5,2.75,1.0,0.46
-69.5,2.75,1.5,0.46
-69.5,2.75,2.0,0.46
-69.5,3.25,0.0,0.46
-69.5,3.25,0.5,0.46
-69.5,3.25,1.0,0.46
-69.5,3.25,1.5,0.46
-69.5,3.25,2.0,0.46
-69.5,3.75,0.0,0.46
-69.5,3.75,0.5,0.46
-69.5,3.75,1.0,0.46
-69.5,3.75,1.5,0.46
-69.5,3.75,2.0,0.46
-69.5,4.25,0.0,0.46
-69.5,4.25,0.5,0.46
-69.5,4.25,1.0,0.46
-69.5,4.25,1.5,0.46
-69.5,4.25,2.0,0.46
-69.0,-4.25,0.0,0.46
-69.0,-4.25,0.5,0.46
-69.0,-4.25,1.0,0.46
-69.0,-4.25,1.5,0.46
-69.0,-4.25,2.0,0.46
-69.0,-3.75,0.0,0.46
-69.0,-3.75,0.5,0.46
-69.0,-3.75,1.0,0.46
-69.0,-3.75,1.5,0.46
-69.0,-3.75,2.0,0.46
-69.0,-3.25,0.0,0.46
-69.0,-3.25,0.5,0.46
-69.0,-3.25,1.0,0.46
-69.0,-3.25,1.5,0.46
-69.0,-3.25,2.0,0.46
-69.0,-2.75,0.0,0.46
-69.0,-2.75,0.5,0.46
-69.0,-2.75,1.0,0.46
-69.0,-2.75,1.5,0.46
-69.0,-2.75,2.0,0.46
-69.0,-2.25,0.0,0.46
-69.0,-2.25,0.5,0.46
-69.0,-2.25,1.0,0.46
-69.0,-2.25,1.5,0.46
-69.0,-2.25,2.0,0.46
-69.0,-1.75,0.0,0.46
-69.0,-1.75,0.5,0.46
-69.0,-1.75,1.0,0.46
-69.0,-1.75,1.5,0.46
-69.0,-1.75,2.0,0.46
-69.0,-1.25,0.0,0.46
-69.0,-1.25,0.5,0.46
-69.0,-1.25,1.0,0.46
-69.0,-1.25,1.5,0.46
-69.0,-1.25,2.0,0.46
-69.0,-0.75,0.0,0.46
-69.0,-0.75,0.5,0.46
-69.0,-0.75,1.0,0.46
-69.0,-0.75,1.5,0.46
-69.0,-0.75,2.0,0.46
-69.0,0.75,0.0,0.46
-69.0,0.75,0.5,0.46
-69.0,0.75,1.0,0.46
-69.0,0.75,1.5,0.46
-69.0,0.75,2.0,0.46
-69.0,1.25,0.0,0.46
-69.0,1.25,0.5,0.46
-69.0,1.25,1.0,0.46
-69.0,1.25,1.5,0.46
-69.0,1.25,2.0,0.46
-69.0,1.75,0.0,0.46
-69.0,1.75,0.5,0.46
-69.0,1.75,1.0,0.46
-69.0,1.75,1.5,0.46
-69.0,1.75,2.0,0.46
-69.0,2.25,0.0,0.46
-69.0,2.25,0.5,0.46
-69.0,2.25,1.0,0.46
-69.0,2.25,1.5,0.46
-69.0,2.25,2.0,0.46
-69.0,2.75,0.0,0.46
-69.0,2.75,0.5,0.46
-69.0,2.75,1.0,0.46
-69.0,2.75,1.5,0.46
-69.0,2.75,2.0,0.46
-69.0,3.25,0.0,0.46
-69.0,3.25,0.5,0.46
-69.0,3.25,1.0,0.46
-69.0,3.25,1.5,0.46
-69.0,3.25,2.0,0.46
-69.0,3.75,0.0,0.46
-69.0,3.75,0.5,0.46
-69.0,3.75,1.0,0.46
-69.0,3.75,1.5,0.46
-69.0,3.75,2.0,0.46
-69.0,4.25,0.0,0.46
-69.0,4.25,0.5,0.46
-69.0,4.25,1.0,0.46
-69.0,4.25,1.5,0.46
-69.0,4.25,2.0,0.46
-68.5,-4.25,0.0,0.46
-68.5,-4.25,0.5,0.46
-68.5,-4.25,1.0,0.46
-68.5,-4.25,1.5,0.46
-68.5,-4.25,2.0,0.46
-68.5,-3.75,0.0,0.46
-68.5,-3.75,0.5,0.46
-68.5,-3.75,1.0,0.46
-68.5,-3.75,1.5,0.46
-68.5,-3.75,2.0,0.46
-68.5,-3.25,0.0,0.46
-68.5,-3.25,0.5,0.46
-68.5,-3.25,1.0,0.46
-68.5,-3.25,1.5,0.46
-68.5,-3.25,2.0,0.46
-68.5,-2.75,0.0,0.46
-68.5,-2.75,0.5,0.46
-68.5,-2.75,1.0,0.46
-68.5,-2.75,1.5,0.46
-68.5,-2.75,2.0,0.46
-68.5,-2.25,0.0,0.46
-68.5,-2.25,0.5,0.46
-68.5,-2.25,1.0,0.46
-68.5,-2.25,1.5,0.46
-68.5,-2.25,2.0,0.46
-68.5,-1.75,0.0,0.46
-68.5,-1.75,0.5,0.46
-68.5,-1.75,1.0,0.46
-68.5,-1.75,1.5,0.46
-68.5,-1.75,2.0,0.46
-68.5,-1.25,0.0,0.46
-68.5,-1.25,0.5,0.46
-68.5,-1.25,1.0,0.46
-68.5,-1.25,1.5,0.46
-68.5,-1.25,2.0,0.46
-68.5,-0.75,0.0,0.46
-68.5,-0.75,0.5,0.46
-68.5,-0.75,1.0,0.46
-68.5,-0.75,1.5,0.46
-68.5,-0.75,2.0,0.46
-68.5,0.75,0.0,0.46
-68.5,0.75,0.5,0.46
-68.5,0.75,1.0,0.46
-68.5,0.75,1.5,0.46
-68.5,0.75,2.0,0.46
-68.5,1.25,0.0,0.46
-68.5,1.25,0.5,0.46
-68.5,1.25,1.0,0.46
-68.5,1.25,1.5,0.46
-68.5,1.25,2.0,0.46
-68.5,1.75,0.0,0.46
-68.5,1.75,0.5,0.46
-68.5,1.75,1.0,0.46
-68.5,1.75,1.5,0.46
-68.5,1.75,2.0,0.46
-68.5,2.25,0.0,0.46
-68.5,2.25,0.5,0.46
-68.5,2.25,1.0,0.46
-68.5,2.25,1.5,0.46
-68.5,2.25,2.0,0.46
-68.5,2.75,0.0,0.46
-68.5,2.75,0.5,0.46
-68.5,2.75,1.0,0.46
-68.5,2.75,1.5,0.46
-68.5,2.75,2.0,0.46
-68.5,3.25,0.0,0.46
-68.5,3.25,0.5,0.46
-68.5,3.25,1.0,0.46
-68.5,3.25,1.5,0.46
-68.5,3.25,2.0,0.46
-68.5,3.75,0.0,0.46
-68.5,3.75,0.5,0.46
-68.5,3.75,1.0,0.46
-68.5,3.75,1.5,0.46
-68.5,3.75,2.0,0.46
-68.5,4.25,0.0,0.46
-68.5,4.25,0.5,0.46
-68.5,4.25,1.0,0.46
-68.5,4.25,1.5,0.46
-68.5,4.25,2.0,0.46
-68.0,-4.25,0.0,0.46
-68.0,-4.25,0.5,0.46
-68.0,-4.25,1.0,0.46
-68.0,-4.25,1.5,0.46
-68.0,-4.25,2.0,0.46
-68.0,-3.75,0.0,0.46
-68.0,-3.75,0.5,0.46
-68.0,-3.75,1.0,0.46
-68.0,-3.75,1.5,0.46
-68.0,-3.75,2.0,0.46
-68.0,-3.25,0.0,0.46
-68.0,-3.25,0.5,0.46
-68.0,-3.25,1.0,0.46
-68.0,-3.25,1.5,0.46
-68.0,-3.25,2.0,0.46
-68.0,-2.75,0.0,0.46
-68.0,-2.75,0.5,0.46
-68.0,-2.75,1.0,0.46
-68.0,-2.75,1.5,0.46
-68.0,-2.75,2.0,0.46
-68.0,-2.25,0.0,0.46
-68.0,-2.25,0.5,0.46
-68.0,-2.25,1.0,0.46
-68.0,-2.25,1.5,0.46
-68.0,-2.25,2.0,0.46
-68.0,-1.75,0.0,0.46
-68.0,-1.75,0.5,0.46
-68.0,-1.75,1.0,0.46
-68.0,-1.75,1.5,0.46
-68.0,-1.75,2.0,0.46
-68.0,-1.25,0.0,0.46
-68.0,-1.25,0.5,0.46
-68.0,-1.25,1.0,0.46
-68.0,-1.25,1.5,0.46
-68.0,-1.25,2.0,0.46
-68.0,-0.75,0.0,0.46
-68.0,-0.75,0.5,0.46
-68.0,-0.75,1.0,0.46
-68.0,-0.75,1.5,0.46
-68.0,-0.75,2.0,0.46
-68.0,0.75,0.0,0.46
-68.0,0.75,0.5,0.46
-68.0,0.75,1.0,0.46
-68.0,0.75,1.5,0.46
-68.0,0.75,2.0,0.46
-68.0,1.25,0.0,0.46
-68.0,1.25,0.5,0.46
-68.0,1.25,1.0,0.46
-68.0,1.25,1.5,0.46
-68.0,1.25,2.0,0.46
-68.0,1.75,0.0,0.46
-68.0,1.75,0.5,0.46
-68.0,1.75,1.0,0.46
-68.0,1.75,1.5,0.46
-68.0,1.75,2.0,0.46
-68.0,2.25,0.0,0.46
-68.0,2.25,0.5,0.46
-68.0,2.25,1.0,0.46
-68.0,2.25,1.5,0.46
-68.0,2.25,2.0,0.46
-68.0,2.75,0.0,0.46
-68.0,2.75,0.5,0.46
-68.0,2.75,1.0,0.46
-68.0,2.75,1.5,0.46
-68.0,2.75,2.0,0.46
-68.0,3.25,0.0,0.46
-68.0,3.25,0.5,0.46
-68.0,3.25,1.0,0.46
-68.0,3.25,1.5,0.46
-68.0,3.25,2.0,0.46
-68.0,3.75,0.0,0.46
-68.0,3.75,0.5,0.46
-68.0,3.75,1.0,0.46
-68.0,3.75,1.5,0.46
-68.0,3.75,2.0,0.46
-68.0,4.25,0.0,0.46
-68.0,4.25,0.5,0.46
-68.0,4.25,1.0,0.46
-68.0,4.25,1.5,0.46
-68.0,4.25,2.0,0.46
-67.5,-4.25,0.0,0.46
-67.5,-4.25,0.5,0.46
-67.5,-4.25,1.0,0.46
-67.5,-4.25,1.5,0.46
-67.5,-4.25,2.0,0.46
-67.5,-3.75,0.0,0.46
-67.5,-3.75,0.5,0.46
-67.5,-3.75,1.0,0.46
-67.5,-3.75,1.5,0.46
-67.5,-3.75,2.0,0.46
-67.5,-3.25,0.0,0.46
-67.5,-3.25,0.5,0.46
-67.5,-3.25,1.0,0.46
-67.5,-3.25,1.5,0.46
-67.5,-3.25,2.0,0.46
-67.5,-2.75,0.0,0.46
-67.5,-2.75,0.5,0.46
-67.5,-2.75,1.0,0.46
-67.5,-2.75,1.5,0.46
-67.5,-2.75,2.0,0.46
-67.5,-2.25,0.0,0.46
-67.5,-2.25,0.5,0.46
-67.5,-2.25,1.0,0.46
-67.5,-2.25,1.5,0.46
-67.5,-2.25,2.0,0.46
-67.5,-1.75,0.0,0.46
-67.5,-1.75,0.5,0.46
-67.5,-1.75,1.0,0.46
-67.5,-1.75,1.5,0.46
-67.5,-1.75,2.0,0.46
-67.5,-1.25,0.0,0.46
-67.5,-1.25,0.5,0.46
-67.5,-1.25,1.0,0.46
-67.5,-1.25,1.5,0.46
-67.5,-1.25,2.0,0.46
-67.5,-0.75,0.0,0.46
-67.5,-0.75,0.5,0.46
-67.5,-0.75,1.0,0.46
-67.5,-0.75,1.5,0.46
-67.5,-0.75,2.0,0.46
-67.5,0.75,0.0,0.46
-67.5,0.75,0.5,0.46
-67.5,0.75,1.0,0.46
-67.5,0.75,1.5,0.46
-67.5,0.75,2.0,0.46
-67.5,1.25,0.0,0.46
-67.5,1.25,0.5,0.46
-67.5,1.25,1.0,0.46
-67.5,1.25,1.5,0.46
-67.5,1.25,2.0,0.46
-67.5,1.75,0.0,0.46
-67.5,1.75,0.5,0.46
-67.5,1.75,1.0,0.46
-67.5,1.75,1.5,0.46
-67.5,1.75,2.0,0.46
-67.5,2.25,0.0,0.46
-67.5,2.25,0.5,0.46
-67.5,2.25,1.0,0.46
-67.5,2.25,1.5,0.46
-67.5,2.25,2.0,0.46
-67.5,2.75,0.0,0.46
-67.5,2.75,0.5,0.46
-67.5,2.75,1.0,0.46
-67.5,2.75,1.5,0.46
-67.5,2.75,2.0,0.46
-67.5,3.25,0.0,0.46
-67.5,3.25,0.5,0.46
-67.5,3.25,1.0,0.46
-67.5,3.25,1.5,0.46
-67.5,3.25,2.0,0.46
-67.5,3.75,0.0,0.46
-67.5,3.75,0.5,0.46
-67.5,3.75,1.0,0.46
-67.5,3.75,1.5,0.46
-67.5,3.75,2.0,0.46
-67.5,4.25,0.0,0.46
-67.5,4.25,0.5,0.46
-67.5,4.25,1.0,0.46
-67.5,4.25,1.5,0.46
-67.5,4.25,2.0,0.46
-67.0,-4.25,0.0,0.46
-67.0,-4.25,0.5,0.46
-67.0,-4.25,1.0,0.46
-67.0,-4.25,1.5,0.46
-67.0,-4.25,2.0,0.46
-67.0,-3.75,0.0,0.46
-67.0,-3.75,0.5,0.46
-67.0,-3.75,1.0,0.46
-67.0,-3.75,1.5,0.46
-67.0,-3.75,2.0,0.46
-67.0,-3.25,0.0,0.46
-67.0,-3.25,0.5,0.46
-67.0,-3.25,1.0,0.46
-67.0,-3.25,1.5,0.46
-67.0,-3.25,2.0,0.46
-67.0,-2.75,0.0,0.46
-67.0,-2.75,0.5,0.46
-67.0,-2.75,1.0,0.46
-67.0,-2.75,1.5,0.46
-67.0,-2.75,2.0,0.46
-67.0,-2.25,0.0,0.46
-67.0,-2.25,0.5,0.46
-67.0,-2.25,1.0,0.46
-67.0,-2.25,1.5,0.46
-67.0,-2.25,2.0,0.46
-67.0,-1.75,0.0,0.46
-67.0,-1.75,0.5,0.46
-67.0,-1.75,1.0,0.46
-67.0,-1.75,1.5,0.46
-67.0,-1.75,2.0,0.46
-67.0,-1.25,0.0,0.46
-67.0,-1.25,0.5,0.46
-67.0,-1.25,1.0,0.46
-67.0,-1.25,1.5,0.46
-67.0,-1.25,2.0,0.46
-67.0,-0.75,0.0,0.46
-67.0,-0.75,0.5,0.46
-67.0,-0.75,1.0,0.46
-67.0,-0.75,1.5,0.46
-67.0,-0.75,2.0,0.46
-67.0,0.75,0.0,0.46
-67.0,0.75,0.5,0.46
-67.0,0.75,1.0,0.46
-67.0,0.75,1.5,0.46
-67.0,0.75,2.0,0.46
-67.0,1.25,0.0,0.46
-67.0,1.25,0.5,0.46
-67.0,1.25,1.0,0.46
-67.0,1.25,1.5,0.46
-67.0,1.25,2.0,0.46
-67.0,1.75,0.0,0.46
-67.0,1.75,0.5,0.46
-67.0,1.75,1.0,0.46
-67.0,1.75,1.5,0.46
-67.0,1.75,2.0,0.46
-67.0,2.25,0.0,0.46
-67.0,2.25,0.5,0.46
-67.0,2.25,1.0,0.46
-67.0,2.25,1.5,0.46
-67.0,2.25,2.0,0.46
-67.0,2.75,0.0,0.46
-67.0,2.75,0.5,0.46
-67.0,2.75,1.0,0.46
-67.0,2.75,1.5,0.46
-67.0,2.75,2.0,0.46
-67.0,3.25,0.0,0.46
-67.0,3.25,0.5,0.46
-67.0,3.25,1.0,0.46
-67.0,3.25,1.5,0.46
-67.0,3.25,2.0,0.46
-67.0,3.75,0.0,0.46
-67.0,3.75,0.5,0.46
-67.0,3.75,1.0,0.46
-67.0,3.75,1.5,0.46
-67.0,3.75,2.0,0.46
-67.0,4.25,0.0,0.46
-67.0,4.25,0.5,0.46
-67.0,4.25,1.0,0.46
-67.0,4.25,1.5,0.46
-67.0,4.25,2.0,0.46
-66.5,-4.25,0.0,0.46
-66.5,-4.25,0.5,0.46
-66.5,-4.25,1.0,0.46
-66.5,-4.25,1.5,0.46
-66.5,-4.25,2.0,0.46
-66.5,-3.75,0.0,0.46
-66.5,-3.75,0.5,0.46
-66.5,-3.75,1.0,0.46
-66.5,-3.75,1.5,0.46
-66.5,-3.75,2.0,0.46
-66.5,-3.25,0.0,0.46
-66.5,-3.25,0.5,0.46
-66.5,-3.25,1.0,0.46
-66.5,-3.25,1.5,0.46
-66.5,-3.25,2.0,0.46
-66.5,-2.75,0.0,0.46
-66.5,-2.75,0.5,0.46
-66.5,-2.75,1.0,0.46
-66.5,-2.75,1.5,0.46
-66.5,-2.75,2.0,0.46
-66.5,-2.25,0.0,0.46
-66.5,-2.25,0.5,0.46
-66.5,-2.25,1.0,0.46
-66.5,-2.25,1.5,0.46
-66.5,-2.25,2.0,0.46
-66.5,-1.75,0.0,0.46
-66.5,-1.75,0.5,0.46
-66.5,-1.75,1.0,0.46
-66.5,-1.75,1.5,0.46
-66.5,-1.75,2.0,0.46
-66.5,-1.25,0.0,0.46
-66.5,-1.25,0.5,0.46
-66.5,-1.25,1.0,0.46
-66.5,-1.25,1.5,0.46
-66.5,-1.25,2.0,0.46
-66.5,-0.75,0.0,0.46
-66.5,-0.75,0.5,0.46
-66.5,-0.75,1.0,0.46
-66.5,-0.75,1.5,0.46
-66.5,-0.75,2.0,0.46
-66.5,0.75,0.0,0.46
-66.5,0.75,0.5,0.46
-66.5,0.75,1.0,0.46
-66.5,0.75,1.5,0.46
-66.5,0.75,2.0,0.46
-66.5,1.25,0.0,0.46
-66.5,1.25,0.5,0.46
-66.5,1.25,1.0,0.46
-66.5,1.25,1.5,0.46
-66.5,1.25,2.0,0.46
-66.5,1.75,0.0,0.46
-66.5,1.75,0.5,0.46
-66.5,1.75,1.0,0.46
-66.5,1.75,1.5,0.46
-66.5,1.75,2.0,0.46
-66.5,2.25,0.0,0.46
-66.5,2.25,0.5,0.46
-66.5,2.25,1.0,0.46
-66.5,2.25,1.5,0.46
-66.5,2.25,2.0,0.46
-66.5,2.75,0.0,0.46
-66.5,2.75,0.5,0.46
-66.5,2.75,1.0,0.46
-66.5,2.75,1.5,0.46
-66.5,2.75,2.0,0.46
-66.5,3.25,0.0,0.46
-66.5,3.25,0.5,0.46
-66.5,3.25,1.0,0.46
-66.5,3.25,1.5,0.46
-66.5,3.25,2.0,0.46
-66.5,3.75,0.0,0.46
-66.5,3.75,0.5,0.46
-66.5,3.75,1.0,0.46
-66.5,3.75,1.5,0.46
-66.5,3.75,2.0,0.46
-66.5,4.25,0.0,0.46
-66.5,4.25,0.5,0.46
-66.5,4.25,1.0,0.46
-66.5,4.25,1.5,0.46
-66.5,4.25,2.0,0.46
-66.0,-4.25,0.0,0.46
-66.0,-4.25,0.5,0.46
-66.0,-4.25,1.0,0.46
-66.0,-4.25,1.5,0.46
-66.0,-4.25,2.0,0.46
-66.0,-3.75,0.0,0.46
-66.0,-3.75,0.5,0.46
-66.0,-3.75,1.0,0.46
-66.0,-3.75,1.5,0.46
-66.0,-3.75,2.0,0.46
-66.0,-3.25,0.0,0.46
-66.0,-3.25,0.5,0.46
-66.0,-3.25,1.0,0.46
-66.0,-3.25,1.5,0.46
-66.0,-3.25,2.0,0.46
-66.0,-2.75,0.0,0.46
-66.0,-2.75,0.5,0.46
-66.0,-2.75,1.0,0.46
-66.0,-2.75,1.5,0.46
-66.0,-2.75,2.0,0.46
-66.0,-2.25,0.0,0.46
-66.0,-2.25,0.5,0.46
-66.0,-2.25,1.0,0.46
-66.0,-2.25,1.5,0.46
-66.0,-2.25,2.0,0.46
-66.0,-1.75,0.0,0.46
-66.0,-1.75,0.5,0.46
-66.0,-1.75,1.0,0.46
-66.0,-1.75,1.5,0.46
-66.0,-1.75,2.0,0.46
-66.0,-1.25,0.0,0.46
-66.0,-1.25,0.5,0.46
-66.0,-1.25,1.0,0.46
-66.0,-1.25,1.5,0.46
-66.0,-1.25,2.0,0.46
-66.0,-0.75,0.0,0.46
-66.0,-0.75,0.5,0.46
-66.0,-0.75,1.0,0.46
-66.0,-0.75,1.5,0.46
-66.0,-0.75,2.0,0.46
-66.0,0.75,0.0,0.46
-66.0,0.75,0.5,0.46
-66.0,0.75,1.0,0.46
-66.0,0.75,1.5,0.46
-66.0,0.75,2.0,0.46
-66.0,1.25,0.0,0.46
-66.0,1.25,0.5,0.46
-66.0,1.25,1.0,0.46
-66.0,1.25,1.5,0.46
-66.0,1.25,2.0,0.46
-66.0,1.75,0.0,0.46
-66.0,1.75,0.5,0.46
-66.0,1.75,1.0,0.46
-66.0,1.75,1.5,0.46
-66.0,1.75,2.0,0.46
-66.0,2.25,0.0,0.46
-66.0,2.25,0.5,0.46
-66.0,2.25,1.0,0.46
-66.0,2.25,1.5,0.46
-66.0,2.25,2.0,0.46
-66.0,2.75,0.0,0.46
-66.0,2.75,0.5,0.46
-66.0,2.75,1.0,0.46
-66.0,2.75,1.5,0.46
-66.0,2.75,2.0,0.46
-66.0,3.25,0.0,0.46
-66.0,3.25,0.5,0.46
-66.0,3.25,1.0,0.46
-66.0,3.25,1.5,0.46
-66.0,3.25,2.0,0.46
-66.0,3.75,0.0,0.46
-66.0,3.75,0.5,0.46
-66.0,3.75,1.0,0.46
-66.0,3.75,1.5,0.46
-66.0,3.75,2.0,0.46
-66.0,4.25,0.0,0.46
-66.0,4.25,0.5,0.46
-66.0,4.25,1.0,0.46
-66.0,4.25,1.5,0.46
-66.0,4.25,2.0,0.46
-65.5,-4.25,0.0,0.46
-65.5,-4.25,0.5,0.46
-65.5,-4.25,1.0,0.46
-65.5,-4.25,1.5,0.46
-65.5,-4.25,2.0,0.46
-65.5,-3.75,0.0,0.46
-65.5,-3.75,0.5,0.46
-65.5,-3.75,1.0,0.46
-65.5,-3.75,1.5,0.46
-65.5,-3.75,2.0,0.46
-65.5,-3.25,0.0,0.46
-65.5,-3.25,0.5,0.46
-65.5,-3.25,1.0,0.46
-65.5,-3.25,1.5,0.46
-65.5,-3.25,2.0,0.46
-65.5,-2.75,0.0,0.46
-65.5,-2.75,0.5,0.46
-65.5,-2.75,1.0,0.46
-65.5,-2.75,1.5,0.46
-65.5,-2.75,2.0,0.46
-65.5,-2.25,0.0,0.46
-65.5,-2.25,0.5,0.46
-65.5,-2.25,1.0,0.46
-65.5,-2.25,1.5,0.46
-65.5,-2.25,2.0,0.46
-65.5,-1.75,0.0,0.46
-65.5,-1.75,0.5,0.46
-65.5,-1.75,1.0,0.46
-65.5,-1.75,1.5,0.46
-65.5,-1.75,2.0,0.46
-65.5,-1.25,0.0,0.46
-65.5,-1.25,0.5,0.46
-65.5,-1.25,1.0,0.46
-65.5,-1.25,1.5,0.46
-65.5,-1.25,2.0,0.46
-65.5,-0.75,0.0,0.46
-65.5,-0.75,0.5,0.46
-65.5,-0.75,1.0,0.46
-65.5,-0.75,1.5,0.46
-65.5,-0.75,2.0,0.46
-65.5,0.75,0.0,0.46
-65.5,0.75,0.5,0.46
-65.5,0.75,1.0,0.46
-65.5,0.75,1.5,0.46
-65.5,0.75,2.0,0.46
-65.5,1.25,0.0,0.46
-65.5,1.25,0.5,0.46
-65.5,1.25,1.0,0.46
-65.5,1.25,1.5,0.46
-65.5,1.25,2.0,0.46
-65.5,1.75,0.0,0.46
-65.5,1.75,0.5,0.46
-65.5,1.75,1.0,0.46
-65.5,1.75,1.5,0.46
-65.5,1.75,2.0,0.46
-65.5,2.25,0.0,0.46
-65.5,2.25,0.5,0.46
-65.5,2.25,1.0,0.46
-65.5,2.25,1.5,0.46
-65.5,2.25,2.0,0.46
-65.5,2.75,0.0,0.46
-65.5,2.75,0.5,0.46
-65.5,2.75,1.0,0.46
-65.5,2.75,1.5,0.46
-65.5,2.75,2.0,0.46
-65.5,3.25,0.0,0.46
-65.5,3.25,0.5,0.46
-65.5,3.25,1.0,0.46
-65.5,3.25,1.5,0.46
-65.5,3.25,2.0,0.46
-65.5,3.75,0.0,0.46
-65.5,3.75,0.5,0.46
-65.5,3.75,1.0,0.46
-65.5,3.75,1.5,0.46
-65.5,3.75,2.0,0.46
-65.5,4.25,0.0,0.46
-65.5,4.25,0.5,0.46
